prod|title|author|date|review_format|stars|comments|review_ids|link_id|n_helpful
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Versatile play gym for all ages
            "|Alex W.|December 12, 2017|Verified Purchase|5|"Our 9 month old loves playing on the play gym! I thought he would have totally grown out of play mats/activity centers but the lovevery play gym has tons of options for him. The strong wooden frame has been really good as he practices pulling him self up and stabilizing. And he's been enjoying all the mirrors and learning cards. Best part for us is that it looks much nicer than many of the neon play gyms so it blends into our home
            "|R327XYJYKE6UCS|AFSRMPEZTC3HZOWHNMU7L3CDZ7UQ|14
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Best. Play Gym. Ever.
            "|Sandy|November 29, 2017|Verified Purchase|5|"Seriously, I wish this had existed when my baby was born so I didn't have to (buy and) have the eyesore of my previous play gym in my living room for 5 months!  Thank goodness it came around in time to replace the old one and enjoy for many months (years (?) with the ability to turn it into a play tent!) to come.  I love the simple design, the ability to cover sections that aren't being used, the area to display favorite flash cards (and change them out to keep it fresh), and the non-overwhelming hanging toys that my baby is totally into.  Plus, it comes with a book to guide age appropriate play/activities in the gym that is organized by baby's age, and they're simple and easy to follow.If you are pregnant and looking for the perfect play gym, this is it.  If you already have a baby and are cursing the baby toy world for this not being released in time for your shower, replace the old one with this one.  Considering that it includes pretty much everything you need to play with your baby over the first year, converts into an attractive tent for the second year and beyond, and works with an adult living room aesthetic better than any baby product I have seen, it's a no brainer.
            "|R3KZQ3GDIGJZZW|AHGHJ6YR4G3YRY5UVOVK7RQ2F6ZQ|20
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great play mat!
            "|Mary Jackson|October 5, 2018|Verified Purchase|5|"I bought this for my grandson and we use it all the time. He is advancing well during his tummy time on this play mat.
            "|RX4ABJE32CG5E|AH6MPXGTP7522CFKCM7DOZDIDHZA|14
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Worth it
            "|Joeyyungrocks|August 6, 2018|Verified Purchase|4|"Yes, the price was pretty steep for a play mat.  I am still feeling the guiltiness of spending that much money but overall, I find it worth it.  There's an educational little booklet that educates the parent on the crucial milestones the baby should be hitting and recommends exercises to guide the baby.  I find that other mats seem too overly decorated and busy that I don't know if that helps the child in any way.  This has enough included in the mat (little tags and items to attach to the frame and the mat) without it overwhelming the child.  It's very classy looking and helps you do the necessary things to help the baby focus on developing skills.  A fun fact about this mat is that my baby loves looking at the card/display with another baby's face.  He's tried screaming/talking and even put his face up closes to the card.
            "|R3JSI6DV1IX0U1|AH5DJTSDC2VLWPNQVVKNUFKEWFHQ|9
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"EXCELLENT customer service
            "|Jamie Relei|August 21, 2018|Verified Purchase|5|"We LOVE EVERY part of this play gym and company!  It’s beautiful - not one of those toys you want to put away when people come over.  Love that it gives proactive exercises to do with the babes as well.  Their customer service is excellent!  Our little man lost his teething ring and I emailed about replacement expecting to pay for the part and shipping and the customer service couldn’t have been sweeter.  They sent the most cheerful email back and covered all replacement costs including shipping!  Thank you LOVEVERY!
            "|R3PJ36TRT0OHLI|AHYDQ3Y2SESBVCO7OKF5Y243QUXQ|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Not A Sensory Overload
            "|L. Bakker|December 22, 2017|Verified Purchase|5|"I love this Play Gym! All the others I've seen on the market are very busy with lots of colors and pictures all over. BUSY BUSY BUSY!This one has colors, pictures, sound makers, hiding places, and textures with a PURPOSE! It also becomes a tent. <3
            "|RCD65KZJLUFTN|AGNG6Z67DX6CUIGLTJHFAMDZRW3Q|18
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Best Play Gym Ever!
            "|Meghan Lewis|April 1, 2018|Verified Purchase|5|"I am seriously obsessed with this play gym! From the packaging to all the great details to how much my daughter loves it. It was easy to put together, the wood and all the accessories are top quality and it is so adorable when complete. I love how it has a booklet on how to use it most efficiently per each stage. I look forward to using this play gym for every stage of my sweet baby’s early days.
            "|R220I6XKH2BRV3|AHYEVNLWMMUCTKXRE2ZOBR6PFGEA|12
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Very nicely thought
            "|yaykan|October 13, 2018|Verified Purchase|5|"I like it a lot. i wish i bought it when my now 7 months old baby younger. I used a gift card though. I did not pay in full. so i think i would still not buy it as i think it is so expensive..... i know my review sounds controversial. What i am saying it, if you have couple to few friends who do not know what to buy you, they can buy this item as one gift from them all. :)
            "|R3C2GVC593WE6U|AF6XDYKYJXDF4Y26AERIER5S5YWQ|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"This product is amazing. We had our first baby 4 months ago ...
            "|Tucker Vanyo|January 30, 2018|Verified Purchase|5|"This product is amazing. We had our first baby 4 months ago and we have two play gyms and this is def our favorite. It comes with a great little booklet that gives great ideas for learning and playing with our baby. It walks you through what to expect and do month by month. The products are high quality. The canapoy mesmerizes our little stud!  Highly recommend it to all. If you’re reading this, congrats on having a baby!
            "|R3VP112GZW153V|AFNGVBL2PUPXPJ5ZJ26S4P6WDI5A|13
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Best baby item with wonderful customer service
            "|Amazon Customer|August 30, 2018|Verified Purchase|5|"I ordered this for my twins and I am so glad i did! They have loved it during every stage of their 6 months so far and I just adore the company. I washed the mat and it ripped and they sent me a new one and some cards for babies! Highly recommend
            "|RP5VZOKTRFWB3|AELDL57LHK3VDQITM777I7NXDWIQ|12
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Must buy!
            "|Amazon Customer|September 6, 2018|Verified Purchase|5|"This is by far the best play gym I’ve ever seen! The developmental cards that come with it go over baby’s development week to week and what all you can do with your baby in the play gym based on their stage of life. So GREAT!!!!!
            "|R3ELWY9PN1EUJJ|AGB4AZW76EGAPG2I5UTRMPUWUEPA|12
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Lovevery Play Mat
            "|kmjames22|July 12, 2018|Verified Purchase|5|"My son is 9 weeks and we’ve had this playmat for about a month now. We both love it! My son loves the ball and the crunchy colorful teething ring. I love the simplicity and the different areas for learning. Love how easily it comes apart for cleaning and I love the book that comes with it to help you help your baby learn as they grow. Such an amazing mat! It is truly beautifully made.
            "|RIMUYFH06H3JO|AHL5IL77KCKBCDHY4SVAWS4S32MQ|12
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"The best gym I’ve seen!
            "|MSM|September 14, 2018|Verified Purchase|5|"This is amazing and it is the cutest tummy time/play mat/gym I’ve ever seen and the quality is top notch. I wish I had this for my first child. It’s has so many cute colors and toys. My baby loves it!
            "|R3M218ZS58LNB6|AEPXKI7WACNQPTQKZ245EFNRR7CA|13
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"I can't think of any additional items that could have been added to this great play gym
            "|Diana|June 7, 2018|Verified Purchase|5|"This product meets the developmental milestones of babies from birth to older months. My baby is now 11 months enjoys all aspects of this well thought out play gym. She's intrigued by the colors, patterns, textures and loves playing peek a boo in the tent. The wooden teething ring provides a huge relief for her. So far, I can't think of any additional items that could have been added to this great play gym.
            "|ROXCLD8OAUSVM|AFU4DNF2AHMNFZJLC3K6STFN5UDA|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"I wish it had music and something for baby to gaze at above
            "|Desiree|September 15, 2018|Verified Purchase|4|"I love the style and durability of this play mat and I think overall it will be a great learning tool for my two month old as time goes on. He will remain focused on the high contrast cards but I constantly find him looking up and unfortunately there is nothing there for him to look at. I ended up adding some little toys so he has something to gaze at. I also find myself grabbing a musical toy I have so he can move around to the sounds which he likes doing. Maybe as he gets older he will be more engaged without the need of the music and added stimulation above his head but currently he still prefers his play mat that lights up and plays music. This mat however is great for engaging with your baby as you learn about your baby’s developmental milestones.  You can see the additions I made to this mat in my photos.
            "|REDCZMFVL60ZR|AH3JQEDDGSN5NKF2I2R6CFQVLDZA|9
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Excellent but with a minor flaw
            "|MelieS|July 3, 2018|Verified Purchase|5|"I bought this for my then 2 month old daughter based on the excellent reviews. I absolutely love this mat compared to others out there. The colors aren’t overwhelming and the material is soft and cushioned. My daughter loves the ball and pics (currently using the contrast images) so far! Due to the wood frame, I am able to hang multiple other items such as Velcro animals and play mirror without any worry the frame won’t hold up. That’s awesome! I wish there were more options for the mobile toys but that’s not a big deal. The only negative which I hate to point out is that the color visuals (exploring colors section) is beginning to show signs of minor wear and tear (Small loss of thread). I am not sure how this happened so fast. I followed the care instructions to wash. Overall I am happy with this purchase but with the price point and the short time frame I’ve owned this product I am not sure how long  that piece of the the mat will last. I still do highly recommend the mat as i think it provides a variety of sensory activities for the little ones.
            "|R1QUSD6HA3MVNE|AG2MOF2BNHEXPVYWMNIJXZ4FIV4Q|8
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Love it. Worth the investment.
            "|Brooke Walsh|November 24, 2018|Verified Purchase|5|" This thing is amazing! As a 4th time parent, honestly I thought: “how can a playgym be worth that price tag?” My other kids played with them hardly at all and the ones we had were obnoxious looking, with toys that were not based in infant development science. They seemed more designed to just attract parents as a novelty and keep babies entertained for 2 minutes to get a break.This one I feel is actually capturing the interest of my 2 month old and has since she was just a few weeks old.I do wish the mat was more plush. I have a sheepskin in there so it is comfy on our wooden floor.Also it is adorable and it’s minimalistic design + neutral colors look nice in my living room as opposed to the ones that look like a rainbow threw up on the mat.I’m including a video of my 9 week old who has figured out how to hit one of the items in the mat now. She loves it. The toys lay at the perfect distance for them to choose to play or just look.My 4 year old also loves to lay under the canopy with her. I think we will enjoy it for many years.
            "|RXTFAYJPP76EW|AGD4AAZUUS25GIYZJTH2GDHEASYQ|8
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Best playmat ever!
            "|Alison|August 28, 2018|Verified Purchase|5|"First purchase of lovevery products. Quality has surpassed expectations. Nicest looking playmat out there. Soft too. No crap materials. Made in USA? Comes with everything you need plus a book for some guidance for a newbie momma. Would purchase their products again!
            "|R2UHTPMHHM9LV|AFESMAWZMFV575Q24MFHKGNOBFWA|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Absolutely love it!!
            "|Amazon Customer|September 5, 2018|Verified Purchase|5|"Love this play gym! Hands down THE BEST purchase I've made for my baby. She absolutely loves play time on the mat. And I love the parent guide which helps me feel confident that I'm playing with my baby ""correctly.""
            "|R3O0OGS22RK66Q|AFRWMYETLTLU3UPTUHCUJD2D6LXQ|13
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"The single best educational development item that I purchased for my little ...
            "|Marie|May 31, 2018|Verified Purchase|5|"The single best educational development item that I purchased for my little one.  The development book helps understand what to look for and encourage to support development.  Mat washes up easily.  Highly recommend.
            "|R12RL77FI74GYS|AFEEQMREM63FQUQC6MJAM5H6WARA|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Love
            "|suraya|October 17, 2018|Verified Purchase|5|"My 6 week old loves it. A little pricey but I’m glad we purchased it
            "|RK7RNG32C35AK|AGEZHYI7YQLV2DRAPQCUSRPPBE7Q|13
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Love this!
            "|Lindsay Casserly|July 27, 2018|Verified Purchase|5|"This isn’t just a play mat. I love the booklet that comes along with it explaining how to play with your baby on it. It explains which skills your baby is learning, and which items on the mat foster that skill. It was easy to wash and easy to assemble. My only wish is that it was easier to collapse. Other than that, I love this play mat and am extremely happy with the purchase. I love the look of it.
            "|R8HPAIIPZQLRH|AH4P3DASB5I6ZBQRQVCNWD3TJSFQ|10
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Love it!
            "|Jamie Leigh Miller|August 30, 2018|Verified Purchase|5|"Worth every penny. Lots of different options and doesn’t look like a crazy baby toy - goes well in our living room. Love the book that comes with it too on how to use everything. It’s large so it takes up quite a bit of space, but that also means baby has room to grow and enjoy it for longer.
            "|R19QL7MSEEHIQK|AEV5JOZYHRYFT5PKCRBPOX27XLEA|12
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"High Quality and Perfect for Development
            "|Amazon Customer|May 31, 2018|Verified Purchase|5|"Love this playmat! I am always on the search for natural materials used in baby products and avoiding things that may be overwhelming for my little one. This is the perfect playmat. It’s easy to assemble, the wood and fabric is high quality, and the activity book by age helps guide me in development. Highly recommend! My little man is 2.5 weeks old and use the mat for tummy time already.
            "|RUGRG5WYK6IQ6|AFJKMT4SSKKI5EKFRPS2WK55JSBQ|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Beautifully Made, Inspires Intentional Play
            "|AR|August 21, 2018|Verified Purchase|5|"The quality of the product is without question. From the thoughtful design to the materials it is crafted from to the play guide that inspires and empowers parents to play intentionally with their little ones at each stage of the their development.From the moment we unboxed this, it became an instant family. An investment you will not second guess.
            "|R2UZNRLNTKGWPL|AE6FJPEUXZGXFKDWHOC7MP7ULTOQ|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"This play gym is AMAZING!!!!
            "|Amazon Customer|February 2, 2018|Verified Purchase|5|"I can't stop telling everyone I know about this play gym! You spend so much money on a new baby and ask yourself ""will I get my moneys worth out of this?"" with this play gym the answer is YES YES YES! It took three purchases I would of needed to make in one (tummy time, overhead and a tee pee thing). I look forward to the time I spend with my baby with the activity guide, it feels like I am a teacher, a occupational therapist... a baby expert!!, helping my baby hit her milestones.It is beautiful, it is fun, it will grow with my baby, it will last for my future babies, it makes me feel confident, and my baby loves it!!!I rarely ever write reviews but I want to give other parents out there the peace of mind knowing this purchase is worth it!
            "|RBLXC2RUZHROP|AH3BQNC44FGI24AVE5PEU7HHINBQ|10
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Worth the money!
            "|Liggy|June 5, 2018|Verified Purchase|5|"I’m loving this play gym. Washed it and it came out so fluffy, soft and clean. So easy to put together and love that I can wash the mat. It’s so colorful and is like a little piece of art in my living room. My son loves laying on here and looking at the high contrast imagines and kicking the wooden toy (the bell on the wooden toy isn’t annoying). My three year old enjoy laying here with his little brother and playing.
            "|R2ETJY056ICHSJ|AERCH5GOUUOL73YFCCYLTKEPKZOA|10
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Other baby gyms on the market made me feel like I was going to have a seizure just from ...
            "|Amazon Customer|April 20, 2018|Verified Purchase|5|"Other baby gyms on the market made me feel like I was going to have a seizure just from looking at them - they're so busy and ugly.  This one is beautiful, and my baby loves it.
            "|R3AS79QUYH3GFS|AEXMY2W64LFYSIMJTJZ4JLHYBMVQ|10
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"AMAZING
            "|megan yantis|May 27, 2018|Verified Purchase|5|"I LOVE this play gym. I'm not a fan of the typical play gyms, I feel like they are over stimulating and cheaply made. I majored in Child Development and graduated with my BA in it, and I love that that knowledge was thoughtful incorporated into the entire design of the play gym. I highly recommend it.
            "|R37CDYGVVWXBP2|AGAWV2Y67FWE4VQTDAHV2WQ3YW2Q|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Beautiful and baby loves it
            "|Natasha|February 2, 2018|Verified Purchase|5|"This gym is nice to look at and Baby loves it! She is addicted to bells and immediately started watching me assemble it when she heard me pull the bell/clapper toy from the box. Put up/take down is easy and truly doesn't require tools. The only thing I'd like to see different would be some longer hangers for the toys - a longer set for the younger/smaller babies and the 'shorter' set that's included now.
            "|R22TTTXPP21963|AFFDMC7QLRK4X4WKQEVXGK3QDETA|10
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"One moms opinion
            "|007Mel|November 22, 2018|Verified Purchase|3|"My daughter loves the bell that is her favorite part of the mat.Love the colors and model designEasy to put together and take apart. So far there are a few things I'm disappointed in and one thing I wish was different.1. My mat is falling apart, all the center stitching has come undone and became a choking hazard cause of all the loose strings2. The feel section, most of them don't really have different textures for her to test on3. The attach case to pad, it's not close enough to the leg to lean upon so my little one can see herself, I have to prop it up more with something else to angle it better.4. Transportation, unfortunately it's long so I can't pack it to go with us without putting it back in the box. Maybe put hinge in the legs or something so it can compact more. That's what we are doing to ours so we can take it around.(Update) 5. It attracts every bit of lint and loose strays, I have to wash it regularly and holding up well seems a challenge it's become puffy, I iron it to get it back to shape. Also I did end up stitching in different textures into the feel area of the mat to give her some variety.This is such an expensive mat and wish I could say it was fully worth the price
            "|ROK9JTY8J9T20|AE2PBUTRC4JBSZDBYYYS23OOXELA|6
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"... guy loves tummy time and just laying on this beautiful play mat
            "|Amazon Customer|January 28, 2018|Verified Purchase|5|"Our little guy loves tummy time and just laying on this beautiful play mat! Really good quality, would highly recommend.
            "|R2I1XDE2G10ZIO|AGMDDMSEJTITZW7TIEUOIY2BE7FQ|13
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great buy!
            "|Amazon Customer|June 10, 2018|Verified Purchase|5|"Super easy to put together. My husband put it together within a minute or two. Its super cute and big enough sized for my toddler to lay next our newborn. My son is 10 weeks old and loves it. The only unfortunate thing was our two mirrors came with some deep scratches. So when I peeled back the protective layer they were still there. Other than that I'm completely satisfied with my purchase!
            "|R37GL7SG82QTY8|AH225KVA5CQUHR3VE4PJVQBNHKQQ|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Life Saver For Working Mom
            "|Carolann Holmes|August 27, 2018|Verified Purchase|5|"This baby gym has been a lifesaver. It keeps my 4-month-old entertained and engaged when I need to get work done at home. I love the sleek design - doesn't look tacky in our family room. We love the ability to change out the hanging toys and all of the different flaps for baby's different stages. Worth the investment.
            "|R2O2AM6YCPQVAY|AGUM43JZVEX2MWC5NSFZN44D3WYQ|12
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great baby gym!
            "|Olga|July 20, 2018|Verified Purchase|5|"I love this baby gym. I was hesitant at first because it is not cheap, but after searching for so long I decided to buy it. And I’m glad I did! I love clean and simple look of it, not like all those hideous looking gyms with obnoxious colors from the store. It is well made and sturdy!
            "|R1UN0Z0HYV74J3|AEHFSHQINYQPKJBWR55Y4UBJQMMQ|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Love the high contrast flash cards
            "|Jordan Armstrong|July 6, 2018|Verified Purchase|5|"My wife and I purchased this when our baby was only a few weeks old. While she isn't old enough to utilize all of the features just yet, she loves the black and white cards. They have been a great tool for her visual development. In general, the unit seems to be of great quality. I anticipate that the remaining features will be a great benefit for our daughter.
            "|R2V28RXJEG2H6L|AFNHKWTSTZ3RVXYOILDBS6B2M5QA|10
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Bought this as a baby gift for our new grand-daughter ...
            "|Susan Drayton|May 20, 2018|Verified Purchase|5|"Bought this as a baby gift for our new grand-daughter. My daughter, who is an occupational therapist, researched the play gyms she wanted and The Play Gym by Lovevery Baby was her top choice! Each day starts with some mommy/baby play-time and ""tummy time"" with The Play Gym. My daughter is thrilled with this item. She loves the many diversified and challenging activities to help baby develop and grow both physically and mentally.
            "|R2CMJ889UT36HT|AHHHISFCFQLWQ3YVJAOZCQUWKX3A|10
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"We love our Lovevery
            "|Jaime M. Gray|December 26, 2017|Verified Purchase|5|"We love our Lovevery! I did a copious amount of research into the best baby playgym and this hit the mark. Excited to use it for many months to come!
            "|R377FNH5PUJSUH|AHUIQUP44P26PBQNEBPMNEU3ROTA|13
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"IMPRESSIVE.  QUALITY.
            "|Olilyb|November 17, 2018|Verified Purchase|5|"I really do wish we had this play gym from day one.  I hesitated on the price, but now I see that it was money well spent.  This is unlike any play gym available.  Other gyms look tacky, toxic, and overwhelming for young minds.  The quality and supplemental guidance of this play gym kit is superb.  At first I just thought of it as a pretty play gym, but have since been blown away by the quality of craftmenship, the forethought, and the organic, sustainable components.  This company knows what parents want and what babies need to maximize their physical and mental growth.  I absolutely love the easy to use, step by step developemental guide that is included.  My husband and I now know exactly how to use each element according to our baby's stage.  Our 3 month old baby girl hated tummy time and hence was falling a little behind in her muscular development.  In a matter of a few days, we've already seen dramatic improvements in her physical abilities and self motivation.  Without this she was unmotivated to even lift her head.  On day four of using this gym, she not only was happily lifting her head, but rolled over for the first time.  We did not expect this kind of physical response.  After witnessing the quality of this company's products and prompt customer service, I am very excited to also subscribe to the Lovevery Play Kits to further aid in the development of our sweet baby girl's mind and body.  Thank you Lovevery so much for helping our little girl quickly catch up to speed and put our minds at ease.  Thanks to your product we are relieved to say that our family can finally actually enjoy tummy time now that it no longer feels like a reluctant chore.We too will be gifting this gym at future baby showers!
            "|RLCN460W7A4OQ|AEIDO343IQMBLMDXSGREQ4JUISCA|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"So well made, so beautiful!
            "|GAIL L KOCH|January 3, 2019|Verified Purchase|4|"We ordered this play gym for our daughter and we used it a ton in her first 6 months of life. I loved how soft the mat was, and how there were so many little ""play"" areas on it for her to keep her focus. My favorite aspect of this product were all the cards we could swap out for her to look at — from pictures of other babies, to mirrors, to black and white and other objects, these were so versatile and we could use with the mat or without. If I had one critique it's that the beautiful wooden rattle that hangs from the gym is a little heavy. A time or two it ""beaned"" my daughter in the head, so we removed it (easy to do) and let her use it as a hand rattle that we kept in our diaper bag. I'm gifting this to my niece who is expecting because I know she'll get great use out of it too!PS — And talk about great customer service: I reached out to Lovevery asking if they could send me another box for the play gym so I could send it on to my niece (it comes in a long rectangular box and it's hard to package up with it), since I'd long recycled ours. They got back to me SO quickly and were so nice about sending me a new box. One of the great perks of purchasing an item from a small company that really cares!
            "|R2D8YOLB4R6GV3|AFCSCWTV7SFHEBCLPQ3HFFD4O4WQ|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Baby wasn’t interested
            "|Brickle|January 29, 2019|Verified Purchase|3|"It was a splurge to get this but I loved how it looked and thought I’d give it a chance.  Unfortunately, my 3 month old wasn’t at all interested while on the mat.  The three hanging toys were not enough to keep her happy for more than a couple minutes before she was bored.  I thought the cards/mirrors for her to look at would catch her interest but again only for a couple minutes.  I wanted to love this mat as I loved how it looked.  It was subdued while having fun colors for the baby.  If there was more to look at visually while baby was on her back looking up, maybe it would have worked.  It seems like a baby who wanted to be on their belly would enjoy this mat more but even on her belly mine did not.  I also loved the idea that this could be a little fort once the baby was older but the fabric didn’t secure nicely in my opinion and was loose.  I wanted to love this play mat but it didn’t work for us.  I returned it and can say she’s happier with her Jonathan Adler Fisher Price play mat.  She loves the hanging toys/mirror and lights with that one.
            "|R2MUB4K6D4ISGW|AHXYP7KMJKRM5TUVH2HVAGVGCZHA|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"This play gym is AWESOME!
            "|Isabel Wherry |March 16, 2018|Verified Purchase|5|"Love, Love, Love this play gym! I love how different it is in design and quality than all other play gyms. I have had so many comments from other mamas asking where I got this gym! Who wouldn’t ask?! Not only is it bright and stimulating just looking at it, but each section of the gym is a different developmental tool as the baby grows, and there’s a book to tell you where and how! (You can use it all the way to the toddler stage too!) I recommend it for every baby!! :) and as you can see it works with multiples too ;)
            "|R1610V5J87Z9Q6|AEDJCHG3FF2GPZI72B3I3FSTPTRQ|10
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"A Safe, Well-Made, and Fun Play Gym!
            "|Amazon Customer|January 1, 2018|Verified Purchase|5|"The Play Gym has worked out very well for our little Emma. She enjoys rolling around on it and playing with the wooden toy with the bell. She also likes chewing on the little rubber rings. Safe, well-made, and fun!
            "|RZBMWLAKY7V64|AGTPMGMORTEWQD5F54O6IFJXFBOQ|12
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"so cute & bright!
            "|Azzibee|February 18, 2018|Verified Purchase|5|"she loves it! stimulating without being unattractive in my decor. LOVE the book that comes with it about developmental stages.
            "|R3P2GH71UQYSO|AFSRYQQW6TPOWCPSGODL7I67VJ2A|12
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Excited to see how it works
            "|Megs|October 4, 2018|Verified Purchase|5|"Havent used yet, but super excited about this product! Came packaged beautifully.
            "|R2RURSGHEHABS0|AH2QIM54UCTHJXMCIARO56D5RRPA|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Five Stars
            "|laura c norat|November 27, 2017|Verified Purchase|5|"Love this so much! Can't wait for her to grow with it and it's so beautiful!
            "|RTQ3W2PV983Q4|AG763WABUERMHEZEZF4I5HZMBXSA|12
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"This is the ONLY playmat you should buy for your baby!
            "|jason|November 21, 2017|Verified Purchase|5|"Love, love, love!!  I can't say enough great things about this play gym.  From the packaging to the actual pattern on the mat you can tell that this is an extremely well thought out product.  It has everything you need to aid your baby in his/her development over the first 12 months.  I love that the activity guide walks you through exactly what activities you should be doing with your baby at each age range.  I didn't have a play mat/gym with my first baby as I read from quite a few sources that they can often overstimulate baby with the crazy colors and too many moving parts. Plus, so many of the materials they are made out of are not what I'd want to be putting my face on so why would I put my baby on it!?  The fact that the materials are organic and responsibly made gives me peace of mind!  This mat also takes away the struggles I know I personally had with my first in coming up with activities for development at each stage.  This gives you all the tools you need in one spot!  While the product is more expensive than others on the market it lasts a significantly longer time as far as use period (newborn -12 months vs only a couple months if that) and comes with way more features/instructions.  Well worth the price.  Definitely something I am adding to my recommended ""must have's"" list for new moms!  You won't be disappointed! -  (Jason's Wife) :)
            "|R1RDVFK5FCZE11|AG4OZ7JQ3Q5IPFXCTX6VXHATFF5Q|15
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great purchase
            "|Julia Chellew|August 8, 2018|Verified Purchase|5|"Our daughter loves the Play gym. We bought it for her when she was three months old. She loves the teething toy, and it’s still her comfort object at 11 months old. We loved the materials, it’s easy to wash and care for, and it’s such a lovely addition to the room- not like the plastic eyesore gyms we saw online. Our daughter still uses the play gym every day, and she’s old enough to start engaging with more of the different stations. It was a great purchase.
            "|R1N7MNHLMF09FA|AH3W7XNBSVANWR3XJD2M2KCATNUA|8
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great playmat
            "|Alissa Douglas|September 12, 2018|Verified Purchase|5|"I love this playmat! The materials are well designed, high quality and easy to maintain. What I appreciate most are the easy to follow instructions. Lovevery has made development for my son easy and fun!
            "|RL0EY6D5DUQ1F|AFPGYKVPROCFIFBMHETZ4AOEK6MQ|9
